tempcode,placeid,place23cd,placesort,place23nm,splitind,descnm,ctyhistnm,cty61nm,cty91nm,ctyltnm,ctry23nm,cty23cd,cty23nm,lad61nm,lad61desc,lad91nm,lad91desc,lad23cd,lad23nm,lad23desc,ced23cd,wd23cd,par23cd,hlth23cd,hlth23nm,regd23cd,regd23nm,rgn23cd,rgn23nm,npark23cd,npark23nm,bua22cd,pcon23cd,pcon23nm,eer23cd,eer23nm,pfa23cd,pfa23nm,gridgb1m,gridgb1e,gridgb1n,grid1km,lat,long,origin,reason,confidence
16486,20749,IPN0021811,Dunmore,Dunmore,0,LOC,Stirlingshire,Stirling,Central,Stirling and Falkirk,Scotland,,,Eastern No 1,LD,Central,DIST,S12000014,Falkirk,CA,,,,S08000019,Forth Valley,,,S99999999,,,,,S14000028,Falkirk,S15000001,Scotland,S23000009,Scotland,2893260689410.0,289326.0,689410.0,NS8989,56.084633,-3.780056,,,
6492,8398,IPN0008825,Breakish,Breacais Ard,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1678400823331.0,167840.0,823331.0,NG6723,57.241567,-5.849371,,,
18539,23515,IPN0024751,Fancyfarm,Fancy Farm,0,LOC,Renfrewshire,Renfrew,Strathclyde,Renfrewshire,Scotland,,,Fifth,LD,Strathclyde,DIST,S12000018,Inverclyde,CA,,,,S08000031,Greater Glasgow and Clyde,,,S99999999,,,,,S14000038,Inverclyde,S15000001,Scotland,S23000009,Scotland,2249170675639.0,224917.0,675639.0,NS2475,55.941805,-4.804945,,,
32982,41295,IPN0043393,Lochside,Lochside,0,LOC,Ayrshire,Ayr,Strathclyde,Ayrshire and Arran,Scotland,,,Ayr,LD,Strathclyde,DIST,S12000028,South Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000006,"Ayr, Carrick and Cumnock",S15000001,Scotland,S23000009,Scotland,2347990622784.0,234799.0,622784.0,NS3422,55.470905,-4.61501,,,
24336,30565,IPN0032172,Haughofurr,Haugh of Urr,0,LOC,Kirkcudbrightshire,Kirkcudbright,Dumfries and Galloway,The Stewartry of Kirkcudbright,Scotland,,,Dalbeattie,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000013,Dumfries and Galloway,S15000001,Scotland,S23000009,Scotland,2809220566233.0,280922.0,566233.0,NX8066,54.976435,-3.862002,,,
14839,18673,IPN0019599,Dalguise,Dalguise,0,LOC,Perthshire,Perth,Tayside,Perth and Kinross,Scotland,,,Highland,LD,Tayside,DIST,S12000048,Perth and Kinross,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000054,Perth and North Perthshire,S15000001,Scotland,S23000009,Scotland,2993150747269.0,299315.0,747269.0,NN9947,56.606442,-3.641796,,,
29463,36991,IPN0038866,Kinnell,Kinnell,0,LOC,Angus,Angus,Tayside,Angus,Scotland,,,Montrose,LD,Tayside,DIST,S12000041,Angus,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000004,Angus,S15000001,Scotland,S23000009,Scotland,3609420750467.0,360942.0,750467.0,NO6050,56.644369,-2.638491,,,
42998,53601,IPN0056281,Pitscottie,Pitscottie,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,Cupar,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000049,North East Fife,S15000001,Scotland,S23000009,Scotland,3417080713174.0,341708.0,713174.0,NO4113,56.307373,-2.943725,,,
7235,9284,IPN0009765,Brodick,Brodick,0,LOC,Buteshire,Bute,Strathclyde,Ayrshire and Arran,Scotland,,,Arran,LD,Strathclyde,DIST,S12000021,North Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000048,North Ayrshire and Arran,S15000001,Scotland,S23000009,Scotland,2014550636052.0,201455.0,636052.0,NS0136,55.577544,-5.151197,,,
49446,61802,IPN0064907,Southscousburgh,South Scousburgh,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Dunrossness,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4379961117242.0,437996.0,1117242.0,HU3717,59.93843,-1.321868,,,
48886,60936,IPN0063953,Smeaton,Smeaton,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,Kirkcaldy,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000041,Kirkcaldy and Cowdenbeath,S15000001,Scotland,S23000009,Scotland,3280210693507.0,328021.0,693507.0,NT2893,56.128833,-3.159542,,,
29511,37061,IPN0038936,Kirbister,Kirbister,0,LOC,Orkney,Orkney,,Orkney,Scotland,,,Mainland,LD,Orkney,IA,S12000023,Orkney Islands,CA,,,,S08000025,Orkney,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,3362471007532.0,336247.0,1007532.0,HY3607,58.950227,-3.10981,,,
29449,36970,IPN0038845,Kinlochleven,Kinlochleven,0,LOC,Argyllshire,Argyll,Highland,Inverness,Scotland,,,North Lorn,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,2185580761852.0,218558.0,761852.0,NN1861,56.712973,-4.966062,,,
29675,37285,IPN0039189,Kirkton,Kirkton,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Garioch,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000037,Gordon,S15000001,Scotland,S23000009,Scotland,3642350825168.0,364235.0,825168.0,NJ6425,57.315651,-2.595416,,,
15697,19747,IPN0020752,Dochgarroch,Dochgarroch,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Inverness,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2619320840698.0,261932.0,840698.0,NH6140,57.435542,-4.301577,,,
29022,36350,IPN0038189,Kildonan,Kildonan,0,LOC,Buteshire,Bute,Strathclyde,Ayrshire and Arran,Scotland,,,Arran,LD,Strathclyde,DIST,S12000021,North Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000048,North Ayrshire and Arran,S15000001,Scotland,S23000009,Scotland,2034640620991.0,203464.0,620991.0,NS0320,55.443232,-5.108701,,,
28103,35146,IPN0036923,Inchberry,Inchberry,0,LOC,Morayshire,Moray,Grampian,Moray,Scotland,,,Rothes and Knockando,LD,Grampian,DIST,S12000020,Moray,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000046,Moray,S15000001,Scotland,S23000009,Scotland,3309180855024.0,330918.0,855024.0,NJ3055,57.579945,-3.156878,,,
60402,116434,IPN0125289,Wiston,Wiston,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,First,LD,Strathclyde,DIST,S12000029,South Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,2957490631741.0,295749.0,631741.0,NS9531,55.568151,-3.654751,,,
46892,58412,IPN0061313,Sandholm,Sandholm,0,LOC,Roxburghshire,Roxburgh,Borders,"Roxburgh, Ettrick and Lauderdale",Scotland,,,Hawick,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3493010589504.0,349301.0,589504.0,NY4989,55.197189,-2.798003,,,
29687,37297,IPN0039201,Kirkton,Kirkton,0,LOC,Perthshire,Perth,Tayside,Perth and Kinross,Scotland,,,Highland,LD,Tayside,DIST,S12000048,Perth and Kinross,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000054,Perth and North Perthshire,S15000001,Scotland,S23000009,Scotland,2788880758170.0,278888.0,758170.0,NN7858,56.699479,-3.979475,,,
41539,51843,IPN0054458,Parkhill,Parkhill,0,LOC,Renfrewshire,Renfrew,Strathclyde,Renfrewshire,Scotland,,,Fifth,LD,Strathclyde,DIST,S12000018,Inverclyde,CA,,,,S08000031,Greater Glasgow and Clyde,,,S99999999,,,,,S14000038,Inverclyde,S15000001,Scotland,S23000009,Scotland,2348260673888.0,234826.0,673888.0,NS3473,55.929597,-4.64541,,,
45686,56853,IPN0059687,Roadside,Roadside,0,LOC,Caithness,Caithness,Highland,Caithness,Scotland,,,Western,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,3154770960735.0,315477.0,960735.0,ND1560,58.526488,-3.453055,,,
29711,37352,IPN0039259,Kirtomy,Kirtomy,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,Tongue and Farr,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2742850963547.0,274285.0,963547.0,NC7463,58.541776,-4.161428,,,
13632,17287,IPN0018163,Creca,Creca,0,LOC,Dumfriesshire,Dumfries,Dumfries and Galloway,Dumfries,Scotland,,,Annan,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,3228070570294.0,322807.0,570294.0,NY2270,55.021177,-3.208901,,,
32968,41277,IPN0043374,Lochindorb,Lochindorb,0,LOC,Morayshire,Moray,Highland,Inverness,Scotland,,,Cromdale,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2969800835472.0,296980.0,835472.0,NH9635,57.397929,-3.715904,,,
35913,44892,IPN0047152,Methlick,Methlick,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Ellon,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000007,Banff and Buchan,S15000001,Scotland,S23000009,Scotland,3857000837290.0,385700.0,837290.0,NJ8537,57.42572,-2.239773,,,
39584,49524,IPN0052007,Northlocheynort,North Locheynort,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,South Uist,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,765890829524.0,76589.0,829524.0,NF7629,57.241644,-7.363316,,,
32954,41259,IPN0043354,Lochearnhead,Lochearnhead,0,LOC,Perthshire,Perth,Central,Stirling and Falkirk,Scotland,,,Western,LD,Central,DIST,S12000030,Stirling,CA,,,,S08000019,Forth Valley,,,S99999999,,S21000002,Loch Lomond and The Trossachs,,S14000057,Stirling,S15000001,Scotland,S23000009,Scotland,2588690723704.0,258869.0,723704.0,NN5823,56.384471,-4.287379,,,
51869,65020,IPN0068288,Summerlee,Summerlee,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Ninth,LD,Strathclyde,DIST,S12000050,North Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000011,"Coatbridge, Chryston and Bellshill",S15000001,Scotland,S23000009,Scotland,2730540665276.0,273054.0,665276.0,NS7365,55.863888,-4.029977,,,
6546,8435,IPN0008871,Breckrey,Breckrey,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1511910862147.0,151191.0,862147.0,NG5162,57.580579,-6.163861,,,
50374,62337,IPN0065468,Stadhlaigearraidh,Stadhlaigearraidh,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,South Uist,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,770520838701.0,77052.0,838701.0,NF7738,57.324046,-7.367649,,,
6243,8019,IPN0008423,Braedale,Braedale,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Dalziel,LD,Strathclyde,DIST,S12000050,North Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000047,Motherwell and Wishaw,S15000001,Scotland,S23000009,Scotland,2740550656640.0,274055.0,656640.0,NS7456,55.786606,-4.009991,,,
42965,53570,IPN0056250,Pitcaple,Pitcaple,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Garioch,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000037,Gordon,S15000001,Scotland,S23000009,Scotland,3722380825197.0,372238.0,825197.0,NJ7225,57.31647,-2.462561,,,
