tempcode,placeid,place23cd,placesort,place23nm,splitind,descnm,ctyhistnm,cty61nm,cty91nm,ctyltnm,ctry23nm,cty23cd,cty23nm,lad61nm,lad61desc,lad91nm,lad91desc,lad23cd,lad23nm,lad23desc,ced23cd,wd23cd,par23cd,hlth23cd,hlth23nm,regd23cd,regd23nm,rgn23cd,rgn23nm,npark23cd,npark23nm,bua22cd,pcon23cd,pcon23nm,eer23cd,eer23nm,pfa23cd,pfa23nm,gridgb1m,gridgb1e,gridgb1n,grid1km,lat,long,origin,reason,confidence
43219,53860,IPN0056553,Pointofsleat,Point of Sleat,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1562100799317.0,156210.0,799317.0,NM5699,57.020339,-6.018172,Scottish Gaelic,"Pointofsleat combines English 'point' with the Gaelic place name 'Sleat' (from 'Sléibhte', meaning 'slopes' or 'mountainous region'). This is likely located on the Sleat peninsula of Skye, showing the common pattern of English geographic terms combined with older Gaelic place names.",High
47579,59269,IPN0062223,Setonmains,Seton Mains,0,LOC,East Lothian,East Lothian,Lothian,East Lothian,Scotland,,,Tranent,LD,Lothian,DIST,S12000010,East Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000020,East Lothian,S15000001,Scotland,S23000009,Scotland,3426120675345.0,342612.0,675345.0,NT4275,55.967658,-2.920955,Scots,"Setonmains combines the surname Seton (itself from Anglo-Norman 'de Say' + 'tun' meaning 'Say's settlement') with 'mains', a Scots word meaning the main farm of an estate. The term 'mains' is distinctively Scots, commonly found in agricultural place names across Lowland Scotland.",High
38790,48170,IPN0050576,Newlandsmuir,Newlandsmuir,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Fourth,LD,Strathclyde,DIST,S12000029,South Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000019,"East Kilbride, Strathaven and Lesmahagow",S15000001,Scotland,S23000009,Scotland,2607790652636.0,260779.0,652636.0,NS6052,55.747013,-4.219482,Scots,Newlandsmuir is a compound name combining English/Scots 'new lands' with Scots 'muir' (moorland). The '-muir' element is distinctively Scots rather than English 'moor'. This naming pattern is typical of agricultural settlement names in Lowland Scotland.,High
6253,8029,IPN0008433,Braeintra,Braeintra,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,South West,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1864440832458.0,186444.0,832458.0,NG8632,57.332459,-5.549618,Scottish Gaelic,"Braeintra appears to combine Gaelic 'brae' (hill, slope) with 'intra' (likely from 'an tràigh' meaning 'the shore/beach'). The combination of these Gaelic elements is characteristic of Highland toponymy, describing topographical features.",High
47067,58611,IPN0061524,Satran,Satran,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1400360831101.0,140036.0,831101.0,NG4031,57.296224,-6.316927,Norse,"Satran likely derives from Old Norse elements, possibly related to 'saetr' (mountain pasture) or 'setr' (dwelling, farm). The '-an' ending is common in Norse place names in Scotland, particularly in areas of Viking settlement like the Western Isles and Northern Scotland.",Medium
14870,18712,IPN0019638,Dalrymple,Dalrymple,0,LOC,Ayrshire,Ayr,Strathclyde,Ayrshire and Arran,Scotland,,,Dalmellington,LD,Strathclyde,DIST,S12000008,East Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000006,"Ayr, Carrick and Cumnock",S15000001,Scotland,S23000009,Scotland,2361330614611.0,236133.0,614611.0,NS3614,55.397992,-4.589121,Scottish Gaelic,"Dalrymple derives from Gaelic 'dail-a'-chruim-puill' meaning 'dale of the curved pool/meadow'. 'Dail' (dale/meadow) is a common Gaelic toponymic element, and the compound formation is typical of Gaelic place names. The elements have been anglicized but retain clear Gaelic structure.",High
29078,36440,IPN0038285,Kilmartin,Kilmartin,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Mid Argyll,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1835710698988.0,183571.0,698988.0,NR8398,56.134363,-5.484565,Scottish Gaelic,"Kilmartin comes from Gaelic 'Cill Mhàrtainn' meaning 'Church of Martin'. The prefix 'Kil-' (from 'cill') is one of the most common Gaelic church-related elements in Scottish toponymy, indicating an early Christian foundation. The personal name Martin has been gaelicized, showing the complete Gaelic formation.",High
48763,60788,IPN0063797,Slateford,Slateford,0,LOC,Midlothian,City of Edinburgh,Lothian,City of Edinburgh,Scotland,,,Edinburgh,LD,Lothian,DIST,S12000036,City of Edinburgh,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000025,Edinburgh South West,S15000001,Scotland,S23000009,Scotland,3219740670686.0,321974.0,670686.0,NT2170,55.922894,-3.250151,Scots,"Slateford is a straightforward Scots/English compound of 'slate' + 'ford', referring to a river crossing where slate was found or transported. The elements are Germanic in origin, and the compound formation follows Scots naming patterns. The name likely dates from the medieval or early modern period when Scots was the dominant language of the Lowlands.",High
3715,4788,IPN0005033,Belhaven,Belhaven,0,LOC,East Lothian,East Lothian,Lothian,East Lothian,Scotland,,,Dunbar,LD,Lothian,DIST,S12000010,East Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000020,East Lothian,S15000001,Scotland,S23000009,Scotland,3667890678408.0,366789.0,678408.0,NT6678,55.997462,-2.534038,Scots,"Belhaven combines the Scots elements 'bel' (beautiful/fair) and 'haven' (harbor/port), a typical Scots formation. The name likely refers to a sheltered harbor or bay. This naming pattern is common in coastal Scottish settlements and shows clear Germanic influence through Scots.",High
8330,10623,IPN0011158,Burnhervie,Burnhervie,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Garioch,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000037,Gordon,S15000001,Scotland,S23000009,Scotland,3732130819438.0,373213.0,819438.0,NJ7319,57.264798,-2.445748,Scots,"Burnhervie contains the common Scots element 'burn' meaning stream, combined with 'hervie' which may be a personal name or descriptive term. The 'burn-' prefix is one of the most reliable indicators of Scots toponymic origin, being ubiquitous in Scottish water-feature naming.",High
2409,3170,IPN0003342,Ballagarr,Ballagarr,0,LOC,Ross-shire,Ross and Cromarty,,Western Isles,Scotland,,,Lewis,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1399690955685.0,139969.0,955685.0,NB3955,58.411916,-6.453997,Scottish Gaelic,"Ballagarr appears to contain the Gaelic element 'balla-' (variant of 'baile' meaning town/settlement) combined with 'garr' (possibly from 'gearr' meaning short/small). However, without historical forms or precise location, some uncertainty exists in this interpretation.",Medium
61863,682,IPN0000730,Airdshleibhe,Àird Shleibhe,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,Harris,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1110050889544.0,111005.0,889544.0,NG1189,57.801878,-6.866398,Scottish Gaelic,"Airdshleibhe is clearly from Scottish Gaelic 'àird' (height/promontory) + 'sleibhe' (genitive of 'sliabh', meaning mountain/moorland). The compound formation and Gaelic phonology are characteristic, literally meaning 'height of the mountain/moorland'.",High
6248,8024,IPN0008428,Braehead,Braehead,0,LOC,Orkney,Orkney,,Orkney,Scotland,,,Westray,LD,Orkney,IA,S12000023,Orkney Islands,CA,,,,S08000025,Orkney,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,3441681047781.0,344168.0,1047781.0,HY4447,59.312729,-2.982462,Scots,"Braehead is a common Scots compound formation combining 'brae' (hillside, slope) + 'head' (top end). This Germanic-derived toponymic pattern is very typical in Lowland Scotland, referring to a settlement at the top of a slope.",High
2388,3158,IPN0003330,Balintraid,Balintraid,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Invergordon,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2735730870715.0,273573.0,870715.0,NH7370,57.708374,-4.123461,Scottish Gaelic,"Balintraid contains the common Gaelic prefix 'bal-' (from 'baile' meaning town/settlement) + 'traid' (likely from 'tràigh' meaning shore/beach). This type of compound formation is very typical of Gaelic place names, particularly in settlements near water.",High
9016,11422,IPN0011997,Caldermill,Caldermill,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Fourth,LD,Strathclyde,DIST,S12000029,South Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000019,"East Kilbride, Strathaven and Lesmahagow",S15000001,Scotland,S23000009,Scotland,2662090641832.0,266209.0,641832.0,NS6641,55.65154,-4.127766,Scots,"Caldermill is a compound of 'Calder' (likely from Brittonic 'caled' meaning hard/rough + 'dwfr' meaning water) and the Scots/English element 'mill'. The second element 'mill' shows Scots influence in the naming of this industrial/agricultural site, common in Scottish toponymy.",High
27678,34604,IPN0036355,Hume,Hume,0,LOC,Berwickshire,Berwick,Borders,Berwickshire,Scotland,,,West,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3707770641719.0,370777.0,641719.0,NT7041,55.668089,-2.466143,Scots,Hume (also spelled Home) is derived from Old English 'hōm' meaning water meadow or low-lying ground near water. The spelling variation Hume/Home is characteristic of Scots linguistic development. This is a well-documented place name particularly associated with the Borders region and the Hume/Home family.,High
30556,38327,IPN0040267,Largoward,Largoward,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,St Andrews,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000049,North East Fife,S15000001,Scotland,S23000009,Scotland,3465360707412.0,346536.0,707412.0,NO4607,56.256183,-2.864535,Scottish Gaelic,"Largoward appears to combine 'largo' (possibly from Gaelic 'learg' meaning hillside or slope) with 'ward' (possibly from Scots 'ward' meaning enclosure). The first element suggests Gaelic origin, though there is likely linguistic hybridization with Scots in the second element.",Medium
43014,53621,IPN0056301,Pittentrail,Pittentrail,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,"Golspie, Rogart and Lairg",LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2714310902507.0,271431.0,902507.0,NC7102,57.993117,-4.176541,Scottish Gaelic,"Pittentrail shows the characteristic Pictish/Gaelic element 'pit-' (from 'pett' meaning 'portion of land' or 'farm'), which is very common in eastern Scotland. The second element '-entrail' likely derives from a personal name or geographic feature in Gaelic, though its exact meaning is less certain.",High
4346,5638,IPN0005916,Bimbister,Bimbister,0,LOC,Orkney,Orkney,,Orkney,Scotland,,,Mainland,LD,Orkney,IA,S12000023,Orkney Islands,CA,,,,S08000025,Orkney,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,3328941016129.0,332894.0,1016129.0,HY3216,59.026903,-3.170692,Norse,"Bimbister contains the classic Norse suffix '-bister' (a variant of '-bolstaðr' meaning 'farm' or 'dwelling place'), which is particularly common in Orkney place names. The first element 'Bim-' could be from a Norse personal name or descriptive term. The structure is typical of Norse settlement names in northern Scotland.",High
51341,64249,IPN0067480,Stonybrake,Stonybrake,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Dunrossness,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4405131120495.0,440513.0,1120495.0,HU4020,59.967398,-1.276195,Scots,"Stonybrake appears to be a Scots compound name combining 'stony' (referring to rocky ground) with 'brake' (from Middle Scots 'brake' meaning rough or broken ground, or thicket). The spelling and formation are characteristic of Scots toponymic patterns, though some English influence is possible in the first element.",Medium
29251,36613,IPN0038472,Kinghorn,Kinghorn,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,Kirkcaldy,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000041,Kirkcaldy and Cowdenbeath,S15000001,Scotland,S23000009,Scotland,3268880686894.0,326888.0,686894.0,NT2686,56.06926,-3.175952,Scots,"Kinghorn combines Old English/Scots elements: 'king' (possibly referring to royal ownership) + 'horn' (projecting headland or corner of land). The name is recorded as early as the 12th century as 'Kingorn'. Its location on the Fife coast makes this Germanic etymology likely, as the area saw significant Anglian settlement.",High
29928,37595,IPN0039506,Knowesofelrick,Knowes of Elrick,0,LOC,Banffshire,Banff,Grampian,Banffshire,Scotland,,,Aberchirder,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000007,Banff and Buchan,S15000001,Scotland,S23000009,Scotland,3606470853960.0,360647.0,853960.0,NJ6053,57.573963,-2.659618,Scots,"Knowesofelrick contains Scots elements: 'knowe' meaning a small hill or mound, and possibly a personal name 'Elrick' or reference to an elder tree (Scots 'eller'). The connecting 'of' is typical of Scots place name formations. The structure suggests a relatively recent naming convention in Scots.",Medium
57339,71641,IPN0075134,Wanlockhead,Wanlockhead,0,LOC,Dumfriesshire,Dumfries,Dumfries and Galloway,Dumfries,Scotland,,,Upper Nithsdale,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,2871910613019.0,287191.0,613019.0,NS8713,55.398102,-3.782779,Scots,"Wanlockhead is derived from Scots elements: 'Wannock' or 'Wanlock' (the name of the stream) + 'head' (meaning source or top of). The '-head' suffix is a common Scots topographical term indicating the upper part or source of a water feature. The settlement developed as a lead mining village, and its name reflects its location at the head of the Wanlock Water.",High
13349,16935,IPN0017796,Cowstrandburn,Cowstrandburn,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,Dunfermline,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000017,Dunfermline and West Fife,S15000001,Scotland,S23000009,Scotland,3034720691086.0,303472.0,691086.0,NT0391,56.102753,-3.553445,Scots,"Cowstrandburn appears to be a compound of Scots elements: 'cow' (cattle), 'strand' (stream or rivulet), and 'burn' (stream). The -burn suffix is particularly common in Scots toponymy. The combination suggests a stream where cattle would gather or cross.",Medium
322,414,IPN0000451,Achriesgill,Achriesgill,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,Eddrachilles and Durness,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2255830954061.0,225583.0,954061.0,NC2554,58.439903,-4.98973,Scottish Gaelic,"Achriesgill combines 'achadh' (field) with what appears to be Norse 'gil' (ravine). The medial element 'ries' might derive from 'reidh' (level, smooth). This hybrid formation is typical of the northern Highlands where Gaelic and Norse influences overlap, particularly in Sutherland and Caithness.",High
19520,24702,IPN0025990,Follarule,Folla Rule,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Turriff,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000007,Banff and Buchan,S15000001,Scotland,S23000009,Scotland,3730120833054.0,373012.0,833054.0,NJ7333,57.387091,-2.450575,Scots,Follarule is challenging to definitively analyze without historical forms. The '-rule' element might relate to Scots 'rule' meaning a boundary line or marker. The 'folla-' prefix is obscure but could be a corrupted form of a personal name or topographical feature. The overall structure suggests Scots language influence.,Low
42981,53588,IPN0056268,Pitcox,Pitcox,0,LOC,East Lothian,East Lothian,Lothian,East Lothian,Scotland,,,Dunbar,LD,Lothian,DIST,S12000010,East Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000020,East Lothian,S15000001,Scotland,S23000009,Scotland,3642190675247.0,364219.0,675247.0,NT6475,55.968878,-2.574818,Scottish Gaelic,"Pitcox contains the common Gaelic prefix 'pit-' (from 'pett' meaning 'portion of land' or 'farm'), which is particularly common in eastern Scotland. The second element '-cox' likely derives from a personal name or geographic feature, modified over time. The 'pit-' element is a strong indicator of Pictish/Gaelic origin.",High
16204,20403,IPN0021436,Drumeldrie,Drumeldrie,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,St Andrews,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000049,North East Fife,S15000001,Scotland,S23000009,Scotland,3441990703186.0,344199.0,703186.0,NO4403,56.217951,-2.901358,Scottish Gaelic,"Drumeldrie contains the Gaelic element 'drum-' (from 'druim' meaning 'ridge'), a very common prefix in Scottish place names. The second element '-eldrie' might be a corruption of 'ailean' (meaning 'green' or 'meadow') or a personal name. The structure follows typical Gaelic toponymic patterns.",High
12986,16476,IPN0017305,Corrigall,Corrigall,0,LOC,Orkney,Orkney,,Orkney,Scotland,,,Mainland,LD,Orkney,IA,S12000023,Orkney Islands,CA,,,,S08000025,Orkney,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,3323681019015.0,332368.0,1019015.0,HY3219,59.052732,-3.180741,Norse,"Corrigall shows clear Norse influence, particularly with the suffix '-gall' which is derived from Old Norse '-gard' meaning 'farm' or 'enclosure'. This type of place name is especially common in Orkney and other areas of strong Norse settlement. The first element 'Corri-' might be from Norse 'kori' (a personal name) or could be influenced by Gaelic 'coire' (hollow).",High
5954,7629,IPN0008012,Bowermadden,Bowermadden,0,LOC,Caithness,Caithness,Highland,Caithness,Scotland,,,Central,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,3243800963990.0,324380.0,963990.0,ND2463,58.557352,-3.301313,Norse,"Bower- likely derives from Old Norse 'bur' meaning bower/dwelling/farm, with -madden possibly being a personal name or geographic descriptor. The structure follows Norse settlement naming patterns common in northern Scotland, particularly Caithness where Norse influence was strong.",Medium
19720,24942,IPN0026236,Fortaugustus,Fort Augustus,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Inverness,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2379460809097.0,237946.0,809097.0,NH3709,57.144063,-4.679958,English,"Fort Augustus is a relatively modern name (18th century) given to a military garrison built after the Jacobite Rising. Named after Prince William Augustus, Duke of Cumberland. The 'Fort-' prefix clearly indicates its military origins and English naming conventions.",High
46298,57595,IPN0060458,Roxburgh,Roxburgh,0,LOC,Roxburghshire,Roxburgh,Borders,"Roxburgh, Ettrick and Lauderdale",Scotland,,,Melrose,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3700820630728.0,370082.0,630728.0,NT7030,55.569295,-2.475992,Scots,"Roxburgh combines Old English/Scots elements: likely from 'hroc' (rook) and 'burh' (fortress/borough). The -burgh ending is a classic Scots form (compare Edinburgh, Jedburgh). The name dates to the medieval period when Scots language was developing its distinctive forms from Northumbrian Old English.",High
34472,43022,IPN0045155,Lunning,Lunning,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Nesting/Whalsay,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4503901166626.0,450390.0,1166626.0,HU5066,60.380464,-1.087914,Norse,Lunning likely derives from Old Norse elements - possibly 'hlunnr' (roller for boats) + '-ing' suffix. This pattern is common in Shetland and Orkney where Norse influence was strongest. The '-ing' suffix in this context typically indicates a place where something is found or an activity occurs.,Medium
29294,36651,IPN0038511,Kingscavil,Kingscavil,0,LOC,West Lothian,West Lothian,Lothian,West Lothian,Scotland,,,Linlithgow,LD,Lothian,DIST,S12000040,West Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000043,Linlithgow and East Falkirk,S15000001,Scotland,S23000009,Scotland,3029870676488.0,302987.0,676488.0,NT0276,55.971547,-3.555955,Scots,"Kingscavil combines 'King's' (English/Scots) with 'cavil' (likely from Middle Scots 'cavel' meaning an allotment or share of land). The compound structure and elements are typical of Scots place names, particularly in the Lothians. The 'cavil' element refers to land division practices in medieval Scotland.",High
530,661,IPN0000706,Aird,Aird,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Mid Argyll,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1765680700566.0,176568.0,700566.0,NM7600,56.145286,-5.598339,Scottish Gaelic,"Aird comes directly from Scottish Gaelic 'àird' meaning 'height' or 'promontory'. This is a very common element in Scottish toponymy, often referring to high places or headlands. The simple, unmixed form suggests early Gaelic origin, and this element appears frequently across Highland Scotland.",High
23412,29373,IPN0030913,Hallowood,Hallowood,0,LOC,Morayshire,Moray,Grampian,Moray,Scotland,,,Elgin,LD,Grampian,DIST,S12000020,Moray,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000046,Moray,S15000001,Scotland,S23000009,Scotland,3246510860490.0,324651.0,860490.0,NJ2460,57.628028,-3.26335,English,Hallowood appears to be a compound of English elements 'hallow' (holy/sacred) and 'wood'. Could be a relatively modern formation or derived from Middle English. The straightforward English construction suggests post-medieval naming.,Medium
13826,17517,IPN0018395,Croftamie,Croftamie,0,LOC,Dunbartonshire,Dunbarton,Central,Stirling and Falkirk,Scotland,,,Vale of Leven,LD,Central,DIST,S12000030,Stirling,CA,,,,S08000019,Forth Valley,,,S99999999,,S21000002,Loch Lomond and The Trossachs,,S14000057,Stirling,S15000001,Scotland,S23000009,Scotland,2476380685947.0,247638.0,685947.0,NS4785,56.042076,-4.44739,Scottish Gaelic,"Croftamie likely derives from Gaelic 'croft' (small farm) and possibly 'amhaich' (neck of land). The 'croft-' element is common in Scottish place names, while the '-amie' suffix appears to be a anglicized form of a Gaelic element, typical of many Highland place names.",High
2288,17092,IPN0017955,Craigston,Baile na Creige,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,Barra,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,658960801719.0,65896.0,801719.0,NF6501,56.985358,-7.502564,Scots,"Craigston combines the Scots/Gaelic 'craig' (rock/crag) with the Germanic suffix '-ton' (settlement/farm). This hybrid formation is typical of Scots place names, where Gaelic elements were combined with Anglo-Saxon suffixes during the medieval period of Scots language development.",High
11651,14845,IPN0015608,Clermiston,Clermiston,0,LOC,Midlothian,City of Edinburgh,Lothian,City of Edinburgh,Scotland,,,Edinburgh,LD,Lothian,DIST,S12000036,City of Edinburgh,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000026,Edinburgh West,S15000001,Scotland,S23000009,Scotland,3197930674382.0,319793.0,674382.0,NT1974,55.955734,-3.286142,Scots,"Clermiston appears to be a compound of 'Clermont' (from Old French/Latin meaning 'clear mountain') with the Scots suffix '-ton' (meaning farm/settlement). The name likely dates from the medieval period when Norman-French influences were significant in Lowland Scotland, with later Scots modification.",Medium
37474,46766,IPN0049103,Moy,Moy,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Inverness,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2765980834484.0,276598.0,834484.0,NH7634,57.383984,-4.054337,Scottish Gaelic,"Moy derives from the Gaelic 'maigh' meaning 'plain' or 'level field'. This is a common element in Scottish place names, particularly in Highland areas. The simplicity and preservation of the Gaelic form makes this a fairly certain classification.",High
34000,42340,IPN0044467,Lowerkilchattan,Lower Kilchattan,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Jura and Colonsay,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1364640695029.0,136464.0,695029.0,NR3695,56.075215,-6.236613,Scottish Gaelic,Lowerkilchattan combines English 'Lower' with Gaelic 'cill' (church) and possibly a saint's name 'Catan'. The 'kil-' element is one of the most distinctive markers of Gaelic ecclesiastical settlements. The English prefix 'Lower' was likely added later to distinguish it from another Kilchattan.,High
39691,49702,IPN0052192,Northtolsta,North Tolsta,0,LOC,Ross-shire,Ross and Cromarty,,Western Isles,Scotland,,,Lewis,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1536230947133.0,153623.0,947133.0,NB5347,58.343221,-6.211804,Norse,Northtolsta shows clear Norse origins. The '-tolsta' element derives from Old Norse 'tóft/topt-staðir' meaning 'settlement of the ruins/building plots'. Common in Lewis and Harris place names. The 'North-' prefix is a later English/Scots addition to distinguish it from other Tolsta settlements.,High
21207,26735,IPN0028097,Glenhuntly,Glen Huntly,0,LOC,Renfrewshire,Renfrew,Strathclyde,Renfrewshire,Scotland,,,Fifth,LD,Strathclyde,DIST,S12000018,Inverclyde,CA,,,,S08000031,Greater Glasgow and Clyde,,,S99999999,,,,,S14000038,Inverclyde,S15000001,Scotland,S23000009,Scotland,2320000674149.0,232000.0,674149.0,NS3274,55.930961,-4.690751,Scottish Gaelic,Glenhuntly contains the common Gaelic element 'glen-' (gleann) meaning 'valley'. The 'huntly' portion likely derives from either a personal name or possibly from Gaelic 'coille' (wood) with later anglicization. The 'glen-' prefix is one of the most reliable indicators of Gaelic origin in Scottish toponymy.,High
58828,73142,IPN0076708,Westerpencaitland,Wester Pencaitland,0,LOC,East Lothian,East Lothian,Lothian,East Lothian,Scotland,,,Tranent,LD,Lothian,DIST,S12000010,East Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000020,East Lothian,S15000001,Scotland,S23000009,Scotland,3440980668917.0,344098.0,668917.0,NT4468,55.910087,-2.895819,Brittonic,"Westerpencaitland combines multiple elements. The 'pen-' element is Brittonic meaning 'head/end/top'. 'Cait' could relate to an ancient Pictish tribal name. The 'Wester-' prefix is a later Scots addition. While the core name shows Brittonic origins, it has been modified by both Scots and English influences over time.",Medium
