tempcode,placeid,place23cd,placesort,place23nm,splitind,descnm,ctyhistnm,cty61nm,cty91nm,ctyltnm,ctry23nm,cty23cd,cty23nm,lad61nm,lad61desc,lad91nm,lad91desc,lad23cd,lad23nm,lad23desc,ced23cd,wd23cd,par23cd,hlth23cd,hlth23nm,regd23cd,regd23nm,rgn23cd,rgn23nm,npark23cd,npark23nm,bua22cd,pcon23cd,pcon23nm,eer23cd,eer23nm,pfa23cd,pfa23nm,gridgb1m,gridgb1e,gridgb1n,grid1km,lat,long,origin,reason,confidence
29864,37523,IPN0039431,Knockan,Knockan,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,Assynt,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2213250910577.0,221325.0,910577.0,NC2110,58.048183,-5.02908,Scottish Gaelic,"From Gaelic 'cnoc' meaning hill or knoll, with the diminutive suffix '-an' meaning 'little'. This gives the meaning 'little hill' or 'small knoll', following standard Gaelic toponymic patterns common throughout Scotland.",High
38025,47418,IPN0049779,Nethanfoot,Nethanfoot,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Second,LD,Strathclyde,DIST,S12000029,South Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000042,Lanark and Hamilton East,S15000001,Scotland,S23000009,Scotland,2823710647164.0,282371.0,647164.0,NS8247,55.703607,-3.873373,Scots,"Hybrid compound combining 'Nethan' (likely the River Nethan, itself possibly of Brittonic origin meaning 'shining one') with the Scots/English element 'foot' indicating a location at the base or mouth of the river. The '-foot' suffix is characteristic of Scots place-name formation.",High
30698,38511,IPN0040457,Lawrenceton,Lawrenceton,0,LOC,Morayshire,Moray,Grampian,Moray,Scotland,,,Forres,LD,Grampian,DIST,S12000020,Moray,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000046,Moray,S15000001,Scotland,S23000009,Scotland,3081200858721.0,308120.0,858721.0,NJ0858,57.609076,-3.53938,English,Compound name combining the personal name 'Lawrence' with English toponymic suffix '-ton' meaning 'settlement' or 'enclosure'. This follows typical English naming patterns where personal names are combined with habitative suffixes to denote settlements established by or associated with particular individuals.,High
12353,15709,IPN0016502,Colgrain,Colgrain,0,LOC,Dunbartonshire,Dunbarton,Strathclyde,Dunbartonshire,Scotland,,,Helensburgh,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,2323670680228.0,232367.0,680228.0,NS3280,55.985646,-4.688666,Scottish Gaelic,"Likely derives from Scottish Gaelic 'coille' (wood/forest) combined with 'grianach' (sunny place) or similar element. The 'col-' prefix is characteristic of Gaelic toponymy, though the second element '-grain' is somewhat unclear, possibly representing a phonetic evolution of a Gaelic descriptive term for landscape features.",Medium
58824,73114,IPN0076679,Westerhailes,Wester Hailes,0,LOC,Midlothian,City of Edinburgh,Lothian,City of Edinburgh,Scotland,,,Edinburgh,LD,Lothian,DIST,S12000036,City of Edinburgh,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000025,Edinburgh South West,S15000001,Scotland,S23000009,Scotland,3197600670041.0,319760.0,670041.0,NT1970,55.916736,-3.285378,Scots,"Compound name with 'Wester-' (western) indicating directional positioning, combined with 'hailes' likely from Scots 'haughs' meaning meadows or flat lands beside water. The '-hailes' element shows characteristic Scots phonetic development from Old English 'halh' (nook, corner of land), typical of Lowland Scottish toponymy.",High
4555,5916,IPN0006222,Bishopburn,Bishop Burn,0,LOC,Wigtownshire,Wigtown,Dumfries and Galloway,Wigtown,Scotland,,,Rhins,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000013,Dumfries and Galloway,S15000001,Scotland,S23000009,Scotland,2075940561217.0,207594.0,561217.0,NX0761,54.908509,-5.002879,English,"Compound of 'Bishop' (ecclesiastical English term) + 'burn' (Scots/English for stream). The 'Bishop-' prefix indicates English ecclesiastical administration, while 'burn' is standard Scots terminology for a watercourse, creating a hybrid English-Scots formation typical of areas with English religious influence.",High
29642,37261,IPN0039164,Kirknewton,Kirknewton,0,LOC,Midlothian,Midlothian,Lothian,West Lothian,Scotland,,,East Calder,LD,Lothian,DIST,S12000040,West Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000044,Livingston,S15000001,Scotland,S23000009,Scotland,3112720666937.0,311272.0,666937.0,NT1166,55.887364,-3.420116,Scots,"Compound of 'Kirk' (Scots form of 'church' from Old Norse 'kirkja') + 'new' + 'ton' (settlement). This represents classic Scots linguistic development where Norse 'kirkja' became Scots 'kirk', combined with English 'new' and 'ton' to create a distinctly Scots place name meaning 'new church settlement'.",High
261,399,IPN0000436,Achnacloich,Ach na Cloiche,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1587970808902.0,158797.0,808902.0,NG5808,57.107592,-5.984877,Scottish Gaelic,"Contains Gaelic 'achadh' (field) + 'na' (of the) + 'cloiche' (genitive of 'clach', stone). This follows standard Gaelic toponymic structure meaning 'field of the stone' or 'stony field'. The phonetic rendering 'Achnacloich' represents typical anglicization of Gaelic 'Achadh na Cloiche'.",High
21755,27365,IPN0028762,Gowkthrapple,Gowkthrapple,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Seventh,LD,Strathclyde,DIST,S12000050,North Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000047,Motherwell and Wishaw,S15000001,Scotland,S23000009,Scotland,2791890653402.0,279189.0,653402.0,NS7953,55.75884,-3.926735,Scots,"Compound of Scots 'gowk' (cuckoo, fool) + 'thrapple' (throat, windpipe). The '-thrapple' element is distinctively Scots, derived from Middle English/Old Norse 'thrǣpill'. Likely describes a narrow passage or defile where foolish people might get trapped, reflecting Scots toponymic humor and landscape description.",High
39159,48860,IPN0051289,Niggferry,Nigg Ferry,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,"Fearn, Nigg and Tarbat",LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2796610868827.0,279661.0,868827.0,NH7968,57.693099,-4.020418,Scots,"Compound of 'Nigg' (likely from Gaelic 'neach' meaning notch/bay, or personal name) + Scots 'ferry'. The '-ferry' element is clearly Scots/English, indicating a crossing point. While 'Nigg' may have Gaelic origins, the compound formation and ferry terminology represents Scots linguistic practice in naming transport locations.",Medium
27390,34252,IPN0035990,Houbie,Houbie,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Fetlar,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4622471190734.0,462247.0,1190734.0,HU6290,60.595229,-0.865379,Norse,"Contains Norse 'bu' element meaning farm/dwelling, with possible '-by' variant or corruption. The 'Hou-' prefix could derive from Old Norse 'haugr' (mound, hill) or 'hof' (temple, court). The phonetic structure and settlement-type terminology strongly suggests Norse origin, typical of Shetland/Orkney Norse settlement patterns.",High
31301,39222,IPN0041219,Lieurary,Lieurary,0,LOC,Caithness,Caithness,Highland,Caithness,Scotland,,,Western,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,3069480962584.0,306948.0,962584.0,ND0662,58.541347,-3.6002,Scottish Gaelic,"Likely from Scottish Gaelic 'Leth-uaraidh' meaning 'half-cold place' or similar compound. The 'Lieu-' element could derive from 'leth' (half) and '-rary' from 'uaraidh' (cold/chilly). This follows typical Gaelic compound toponymic patterns, though the exact etymology is uncertain due to phonetic evolution.",Medium
1441,1893,IPN0002014,Arnol,Arnol,0,LOC,Ross-shire,Ross and Cromarty,,Western Isles,Scotland,,,Lewis,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1311290948610.0,131129.0,948610.0,NB3148,58.343236,-6.596539,Norse,Clear Norse origin from Old Norse 'Árn-völlr' meaning 'eagle field' or 'eagle plain'. The element 'Arn-' derives from 'örn/árn' (eagle) and '-ol' from 'völlr' (field/plain). This follows typical Norse toponymic patterns found throughout the Scottish islands and western Highlands where Viking settlement was extensive.,High
2438,3209,IPN0003383,Balloch,Balloch,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Inverness,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2732880846982.0,273288.0,846982.0,NH7346,57.495262,-4.115823,Scottish Gaelic,"From Scottish Gaelic 'Bealach' meaning 'pass' or 'gap', particularly a mountain pass. This is a very common Gaelic toponymic element throughout Scotland, referring to geographical features like mountain passes, narrow straits, or gaps between hills. The word has been adopted into Scots English but retains its Gaelic origin.",High
51536,64568,IPN0067819,Strathyre,Strathyre,0,LOC,Perthshire,Perth,Central,Stirling and Falkirk,Scotland,,,Western,LD,Central,DIST,S12000030,Stirling,CA,,,,S08000019,Forth Valley,,,S99999999,,S21000002,Loch Lomond and The Trossachs,,S14000057,Stirling,S15000001,Scotland,S23000009,Scotland,2558700717291.0,255870.0,717291.0,NN5517,56.325999,-4.332386,Scottish Gaelic,Contains 'Strath-' prefix from Scottish Gaelic 'srath' meaning 'broad valley' + '-yre' likely from Gaelic 'iodhar' meaning yew tree. This follows classic Gaelic toponymic pattern of landscape feature + descriptive element.,High
19478,24653,IPN0025940,Fochabers,Fochabers,0,LOC,Morayshire,Moray,Grampian,Moray,Scotland,,,Fochabers,LD,Grampian,DIST,S12000020,Moray,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000046,Moray,S15000001,Scotland,S23000009,Scotland,3347630858643.0,334763.0,858643.0,NJ3458,57.613019,-3.093569,Scottish Gaelic,"Likely derives from Scottish Gaelic 'fochaber' meaning 'terraced slope' or from 'fothar' (shelf/terrace) + 'aber' (confluence). Located in Moray, an area with strong Gaelic linguistic heritage, though the exact etymology is debated.",Medium
1980,2624,IPN0002776,Aultvoulin,Aultvoulin,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Lochaber,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1759470800407.0,175947.0,800407.0,NG7500,57.040115,-5.69477,Scottish Gaelic,Contains 'Ault-' from Scottish Gaelic 'allt' meaning 'stream' or 'burn' + 'voulin' likely from Gaelic 'maoilinn' meaning 'little bare hill' or similar topographic feature. Follows typical Gaelic pattern of water feature + landscape descriptor.,High
29447,36966,IPN0038841,Kinlocheil,Kinlocheil,0,LOC,Argyllshire,Inverness,Highland,Inverness,Scotland,,,Lochaber,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1975260779276.0,197526.0,779276.0,NM9779,56.860594,-5.322874,Scottish Gaelic,"Contains Gaelic elements 'ceann' (head/end) + 'loch' (lake) + 'eil' (likely from 'Eala', meaning swan). The 'Kin-' prefix represents the anglicized form of Gaelic 'ceann', a common pattern in Highland toponymy. The complete name suggests 'head of the loch of the swan'.",High
7590,82895,IPN0087908,Broughton,Broughton,0,LOC,Peeblesshire,Peebles,Borders,Tweeddale,Scotland,,,Broughton,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,3114000636536.0,311400.0,636536.0,NT1136,55.614321,-3.408197,English,Derives from Old English 'burh-tun' meaning 'fortified settlement' or 'settlement by a fortified place'. This follows standard English toponymic patterns with the '-ton' suffix indicating a settlement. The name appears across England and Scotland as a result of Anglo-Saxon linguistic influence.,High
6766,8670,IPN0009120,Bridgeness,Bridgeness,0,LOC,West Lothian,West Lothian,Central,Stirling and Falkirk,Scotland,,,Bo'ness,LD,Central,DIST,S12000014,Falkirk,CA,,,,S08000019,Forth Valley,,,S99999999,,,,,S14000043,Linlithgow and East Falkirk,S15000001,Scotland,S23000009,Scotland,3013740681482.0,301374.0,681482.0,NT0181,56.01607,-3.58362,English,"Compound of English 'bridge' + '-ness' (headland/promontory). The '-ness' element is from Old English 'naes' meaning a projecting piece of land. This suggests a headland or promontory where there was a bridge, following typical English toponymic formation patterns.",High
4032,5172,IPN0005426,Berryhillock,Berryhillock,0,LOC,Banffshire,Banff,Grampian,Banffshire,Scotland,,,Cullen,LD,Grampian,DIST,S12000020,Moray,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000046,Moray,S15000001,Scotland,S23000009,Scotland,3504370860838.0,350437.0,860838.0,NJ5060,57.63473,-2.831713,Scots,"Compound of Scots 'berry' (fortified place/castle) + 'hillock' (small hill). The 'berry' element derives from Germanic 'burg/burh' meaning fortified place, commonly found in Lowland Scots toponymy. The diminutive 'hillock' is characteristic Scots formation.",High
53160,66710,IPN0070071,Theheugh,The Heugh,0,LOC,East Lothian,East Lothian,Lothian,East Lothian,Scotland,,,Tranent,LD,Lothian,DIST,S12000010,East Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000020,East Lothian,S15000001,Scotland,S23000009,Scotland,3400970673114.0,340097.0,673114.0,NT4073,55.947309,-2.960744,Scots,"Contains 'heugh' (pronounced 'hyooch'), a distinctive Scots word from Old English 'hōh' meaning cliff, steep bank, or ravine. The definite article 'the' prefixed suggests a prominent local landmark. This formation is typical of Lowland Scots toponymy.",High
14376,18198,IPN0019098,Culreach,Culreach,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Badenoch,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,S21000003,Cairngorms,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,3010890822742.0,301089.0,822742.0,NJ0122,57.284539,-3.642451,Scottish Gaelic,"Shows Gaelic 'cuil-' prefix meaning nook, corner, or recess + 'reach' meaning heather moor or bog. The compound 'Culreach' follows typical Gaelic toponymic patterns for describing landscape features, particularly highland terrain characteristics.",High
47820,59588,IPN0062551,Sheddocksley,Sheddocksley,0,LOC,Aberdeenshire,City of Aberdeen,Grampian,City of Aberdeen,Scotland,,,Aberdeen,LD,Grampian,DIST,S12000033,Aberdeen City,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000001,Aberdeen North,S15000001,Scotland,S23000009,Scotland,3893190807135.0,389319.0,807135.0,NJ8907,57.154946,-2.178196,Scots,Sheddocksley appears to be a Scots compound with '-ley' (field/meadow) suffix typical of Germanic settlement patterns. The first element 'Sheddocks' could derive from a personal name or descriptive term. The '-ley' ending is characteristic of Anglo-Saxon/Scots toponymy rather than Celtic origins.,Medium
1350,1781,IPN0001893,Ardtoe,Ardtoe,0,LOC,Argyllshire,Argyll,Highland,Inverness,Scotland,,,Ardnamurchan,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1633300770359.0,163330.0,770359.0,NM6370,56.764506,-5.874177,Scottish Gaelic,"Ardtoe contains the Scottish Gaelic element 'Ard-' meaning 'height/promontory', a very common Gaelic topographic prefix. The second element '-toe' likely derives from Gaelic 'taobh' (side) or similar. This follows typical Gaelic descriptive toponymic patterns for coastal or elevated locations.",High
54361,68156,IPN0071556,Tomich,Tomich,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Invergordon,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2700240870925.0,270024.0,870925.0,NH7070,57.709246,-4.183088,Scottish Gaelic,"Tomich shows clear Scottish Gaelic origins with 'Tom-' from Gaelic 'tom' meaning 'hillock/mound', a frequent element in Highland toponymy. The '-ich' ending is consistent with Gaelic place-name formation. This follows standard Gaelic topographic naming conventions for elevated features.",High
34471,43021,IPN0045154,Lunga,Lunga,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Mid Argyll,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1795060706691.0,179506.0,706691.0,NM7906,56.201576,-5.556229,Scottish Gaelic,"Lunga derives from Scottish Gaelic 'long' meaning 'ship' or 'vessel', with the feminine article 'a' suffix. This is a common Gaelic toponymic pattern found on Scottish islands, particularly in the Hebrides, referring to the ship-like appearance of elongated islands or rocks.",High
47081,58627,IPN0061540,Saughtree,Saughtree,0,LOC,Roxburghshire,Roxburgh,Borders,"Roxburgh, Ettrick and Lauderdale",Scotland,,,Hawick,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3563900596678.0,356390.0,596678.0,NY5696,55.262327,-2.687761,Scots,"Saughtree contains 'saugh' (Scots for 'willow') and 'tree', forming a compound meaning 'willow tree'. This follows typical Scots toponymic patterns where landscape features are described using Germanic-derived vocabulary that has been phonetically adapted in Scots dialects.",High
37539,46830,IPN0049168,Muirhouse,Muirhouse,0,LOC,Midlothian,City of Edinburgh,Lothian,City of Edinburgh,Scotland,,,Edinburgh,LD,Lothian,DIST,S12000036,City of Edinburgh,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000026,Edinburgh West,S15000001,Scotland,S23000009,Scotland,3215630676162.0,321563.0,676162.0,NT2176,55.972015,-3.258322,Scots,"Muirhouse is a straightforward Scots compound of 'muir' (moor) and 'house', meaning 'house on the moor'. This follows standard Scots toponymic patterns using Germanic-derived elements to describe settlement locations relative to landscape features.",High
43593,54381,IPN0057099,Portnahaven,Port na h-Abhainne,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Islay,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1167640652313.0,116764.0,652313.0,NR1652,55.681372,-6.507467,Scottish Gaelic,"Contains Gaelic 'port' (harbor/landing place) + 'na' (of the) + 'h-abhainn' (river), literally meaning 'port of the river'. This follows standard Gaelic toponymic structure with the definite article 'na' and aspiration of 'abhainn'. Located on Islay, this reflects Gaelic-speaking settlement patterns in the Inner Hebrides.",High
9178,11641,IPN0012230,Camlachie,Camlachie,0,LOC,Lanarkshire,City of Glasgow,Strathclyde,City of Glasgow,Scotland,,,Glasgow,LD,Strathclyde,DIST,S12000049,Glasgow City,CA,,,,S08000031,Greater Glasgow and Clyde,,,S99999999,,,,,S14000030,Glasgow East,S15000001,Scotland,S23000009,Scotland,2614400664555.0,261440.0,664555.0,NS6164,55.854215,-4.215031,Scottish Gaelic,From Gaelic 'cam' (crooked/bent) + 'loch' (lake/loch) + diminutive suffix '-ie'. The 'cam-' prefix is characteristic of Gaelic topography describing landscape features. Located in Glasgow area where Gaelic place names are common despite later urban development. The '-ie' ending represents Scots phonetic adaptation of Gaelic forms.,High
14429,18262,IPN0019171,Cunninghamhead,Cunninghamhead,0,LOC,Ayrshire,Ayr,Strathclyde,Ayrshire and Arran,Scotland,,,Irvine,LD,Strathclyde,DIST,S12000021,North Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000010,Central Ayrshire,S15000001,Scotland,S23000009,Scotland,2376470642043.0,237647.0,642043.0,NS3742,55.644728,-4.581323,Scots,Anglo-Saxon/Germanic compound: 'Cunningham' (territorial name from Old English 'Cuninghām' meaning 'king's settlement') + 'head' (elevated land/promontory). This follows typical Scots toponymic pattern of adding descriptive English elements to existing territorial names. The '-head' suffix commonly denotes elevated locations in Lowland Scots nomenclature.,High
47332,58926,IPN0061856,Scousburgh,Scousburgh,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Dunrossness,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4378561118233.0,437856.0,1118233.0,HU3718,59.94734,-1.324193,Norse,"The '-burgh' suffix is from Old Norse 'borg' meaning fortified place or settlement. 'Scous-' likely derives from Old Norse 'skúss' or similar, meaning shed or shelter. This pattern is typical of Norse settlement names in Scotland, particularly in areas of heavy Scandinavian influence like Orkney and Shetland.",High
8942,12095,IPN0012732,Carminish,Cairminis,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,Harris,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,1021670885009.0,102167.0,885009.0,NG0285,57.755515,-7.008891,Scottish Gaelic,"Appears to contain Gaelic elements: 'Car-' possibly from 'cathair' (fort/settlement) or 'ceàrr' (wrong/left), and '-inish' from 'inis' meaning island or meadow. The structure follows typical Gaelic toponymic patterns, though the exact etymology of 'Carmin-' is uncertain without more geographic context.",Medium
14469,18313,IPN0019223,Cusbay,Cusbay,0,LOC,Orkney,Orkney,,Orkney,Scotland,,,Eday,LD,Orkney,IA,S12000023,Orkney Islands,CA,,,,S08000025,Orkney,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,3555441037994.0,355544.0,1037994.0,HY5537,59.226203,-2.780649,Norse,"Contains the distinctive Norse suffix '-by' meaning settlement or farmstead, one of the most reliable indicators of Scandinavian origin. 'Cus-' likely derives from a Norse personal name or descriptive term. This type of formation is characteristic of Norse colonization patterns in Scotland, particularly in coastal and island areas.",High
2910,79710,IPN0084356,Barnton,Barnton,0,LOC,Midlothian,City of Edinburgh,Lothian,City of Edinburgh,Scotland,,,Edinburgh,LD,Lothian,DIST,S12000036,City of Edinburgh,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000026,Edinburgh West,S15000001,Scotland,S23000009,Scotland,3185030675222.0,318503.0,675222.0,NT1875,55.963061,-3.30705,English,Barnton is a compound of 'barn' (English agricultural building) + 'ton' (English settlement suffix meaning 'enclosure' or 'farmstead'). This follows standard English toponymic patterns common in Lowland Scotland where English/Scots linguistic influence predominated.,High
38559,48820,IPN0051249,Newwinton,New Winton,0,LOC,East Lothian,East Lothian,Lothian,East Lothian,Scotland,,,Tranent,LD,Lothian,DIST,S12000010,East Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000020,East Lothian,S15000001,Scotland,S23000009,Scotland,3426170671058.0,342617.0,671058.0,NT4271,55.929147,-2.919961,English,"Newwinton combines 'New' (English) + 'Winton' (English place name meaning 'wine settlement' or 'friend's settlement' from Old English 'wine' + 'tun'). The prefix 'New-' indicates a later settlement established near an original Winton, following typical English naming conventions.",High
40370,50499,IPN0053050,Olddrumchapel,Old Drumchapel,0,LOC,Dunbartonshire,City of Glasgow,Strathclyde,City of Glasgow,Scotland,,,Old Kilpatrick,LD,Strathclyde,DIST,S12000049,Glasgow City,CA,,,,S08000031,Greater Glasgow and Clyde,,,S99999999,,,,,S14000033,Glasgow North West,S15000001,Scotland,S23000009,Scotland,2522430670393.0,252243.0,670393.0,NS5270,55.903892,-4.365,Scottish Gaelic,"Olddrumchapel contains 'drum' from Scottish Gaelic 'druim' meaning 'ridge' or 'back', combined with 'chapel' (English/Norman French ecclesiastical term). The 'Old-' prefix suggests distinction from a newer settlement. This represents linguistic layering typical of areas where Gaelic toponymy was later modified by English speakers.",Medium
54356,68151,IPN0071551,Tomatin,Tomatin,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Inverness,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2795620829754.0,279562.0,829754.0,NH7929,57.342316,-4.002753,Scottish Gaelic,"From Gaelic 'Tom Àitinn' meaning 'hill of juniper' or 'knoll of the furze'. The 'Tom-' prefix (meaning hill/knoll) is a common Gaelic toponymic element, and '-atin' derives from 'àitinn' (juniper/gorse). This follows typical Gaelic descriptive naming patterns for topographical features.",High
37609,46915,IPN0049258,Murieston,Murieston,0,LOC,Midlothian,Midlothian,Lothian,West Lothian,Scotland,,,East Calder,LD,Lothian,DIST,S12000040,West Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000044,Livingston,S15000001,Scotland,S23000009,Scotland,3061590664834.0,306159.0,664834.0,NT0664,55.867506,-3.5011,Scots,Compound name combining 'Murie' (likely from Scots/Middle English 'merry' or possibly a personal name) with '-ston' (Scots variant of '-ton' meaning settlement/farm). The structure follows typical Scots naming patterns where personal names or descriptive terms are combined with settlement suffixes.,Medium
9856,12378,IPN0013023,Castleblairpark,Castleblair Park,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,Dunfermline,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000017,Dunfermline and West Fife,S15000001,Scotland,S23000009,Scotland,3089090687942.0,308909.0,687942.0,NT0887,56.075584,-3.464997,English,"Modern compound name combining English elements: 'Castle' + 'Blair' (which itself may be Gaelic 'blàr' meaning plain/field but is used here in anglicized form) + 'Park'. The overall structure and compound formation follows English toponymic conventions, likely representing a relatively recent naming of a location associated with a castle and parkland.",High
55334,69181,IPN0072606,Tresta,Tresta,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Sandsting,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4363531151025.0,436353.0,1151025.0,HU3651,60.241895,-1.345286,Norse,"Contains Norse element '-sta' (place, homestead) with 'Tre-' likely from Old Norse 'þrjú' (three) or similar. The phonetic structure and '-sta' ending are characteristic of Norse settlement names in Shetland and Orkney regions.",High
43219,53860,IPN0056553,Pointofsleat,Point of Sleat,0,LOC,Inverness-shire,Inverness,Highland,Ross and Cromarty,Scotland,,,Skye,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1562100799317.0,156210.0,799317.0,NM5699,57.020339,-6.018172,English,"Compound English name meaning 'Point of Sleat' - standard English topographic description. 'Point' is English geographical terminology, 'of' is English preposition, and 'Sleat' refers to the Sleat peninsula on Skye. This is a descriptive English place name formation.",High
